Résumé,Clé de ticket,Type de ticket,État,Priorité,Rapporteur,Durée(mn),Création,Description,Champs personnalisés (Action menée),Canal,Entreprise,Utilisateur,Objet principal,Champs personnalisés (Module)
Assistance sur exécution de paiement.,OBCS-8508,Assistance,Terminé,Priorité 3,JOEL SIE,5,19/janv./25 13:49,Assistance sur exécution de paiement.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Signaler un bug sur l'affichage des bulletins.,OBCS-8507,Assistance,Terminé,Priorité 3,JOEL SIE,3,19/janv./25 13:47,Signaler un bug sur l'affichage des bulletins.,Redirection vers ressources OBC,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur la balance.,OBCS-8506,Assistance,Terminé,Priorité 3,JOEL SIE,7,19/janv./25 13:43,Assistance sur la balance.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Regarder la balance générale afin de corriger les incohérences.,OBCS-8387,Assistance,Terminé,Priorité 3,JOEL SIE,1,11/janv./25 15:52,Regarder la balance générale afin de corriger les incohérences.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance sur la balance tiers et la balance générale.,OBCS-8386,Assistance,Terminé,Priorité 3,JOEL SIE,5,11/janv./25 15:50,Assistance sur la balance tiers et la balance générale.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Création du calendrier des mois.,OBCS-8385,Assistance,Terminé,Priorité 3,JOEL SIE,4,11/janv./25 15:47,Création du calendrier des mois.,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Création de l'exercice 2025 et le calendrier des mois.,OBCS-8384,Assistance,Terminé,Priorité 3,JOEL SIE,5,11/janv./25 15:44,Création de l'exercice 2025 et le calendrier des mois.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Programmation d'une des factures dont le motant du chèque est supérieur.,OBCS-8383,Assistance,Terminé,Priorité 3,JOEL SIE,26,11/janv./25 15:41,Programmation d'une des factures dont le motant du chèque est supérieur.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Modification du workflow de programmation suivi de la programmation de salaire.,OBCS-8382,Assistance,Terminé,Priorité 3,JOEL SIE,25,11/janv./25 15:37,Modification du workflow de programmation suivi de la programmation de salaire.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur la programmation de la paie.,OBCS-8381,Assistance,Terminé,Priorité 3,JOEL SIE,5,11/janv./25 15:35,Assistance sur la programmation de la paie.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur l'annulation de la paie de quelques salariés et reprendre.,OBCS-8380,Assistance,Terminé,Priorité 3,JOEL SIE,7,11/janv./25 15:33,Assistance sur l'annulation de la paie de quelques salariés et reprendre.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur enregistrement d'une facture d'avoir.,OBCS-8313,Assistance,Terminé,Priorité 3,JOEL SIE,5,04/janv./25 16:13,Assistance sur enregistrement d'une facture d'avoir.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance sur programmation de paiement.,OBCS-8312,Assistance,Terminé,Priorité 3,JOEL SIE,8,04/janv./25 16:11,Assistance sur programmation de paiement.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance sur le worflow de l'entité CCL BENIN.,OBCS-8311,Assistance,Terminé,Priorité 3,JOEL SIE,6,04/janv./25 16:09,Assistance sur le worflow de l'entité CCL BENIN.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
"Séance google meet une séance sur facture achat, programmation, paiement, opérations bancaires (note de débit/Crédit), rapprochement bancaire et importation des écritures comptable.",OBCS-8310,Assistance,Terminé,Priorité 3,JOEL SIE,205,04/janv./25 16:07,"Séance google meet une séance sur facture achat, programmation, paiement, opérations bancaires (note de débit/Crédit), rapprochement bancaire et importation des écritures comptable.",Explication en ligne,"Online (Google Meet, Teams...)",EDIPRESSE,,Assistance,
comment enregistrer une facture vente.,OBCS-8309,Assistance,Terminé,Priorité 3,JOEL SIE,16,04/janv./25 16:03,comment enregistrer une facture vente.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur la création de la fiche article et enregistrement du stock initial.,OBCS-8308,Assistance,Terminé,Priorité 3,JOEL SIE,13,04/janv./25 16:02,Assistance sur la création de la fiche article et enregistrement du stock initial.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur expression de besoin.,OBCS-8307,Assistance,Terminé,Priorité 3,JOEL SIE,6,04/janv./25 16:00,Assistance sur expression de besoin.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
"Assistance sur la création, modification des comptes généraux et tiers dans le plan comptable.",OBCS-8306,Assistance,Terminé,Priorité 3,JOEL SIE,9,04/janv./25 15:59,"Assistance sur la création, modification des comptes généraux et tiers dans le plan comptable.",Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur les opérations de caisse.,OBCS-8305,Assistance,Terminé,Priorité 3,JOEL SIE,17,04/janv./25 15:56,Assistance sur les opérations de caisse.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur retour de monnaie.,OBCS-8255,Assistance,Terminé,Priorité 3,JOEL SIE,5,28/déc./24 15:57,Assistance sur retour de monnaie.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance pour la correction des dates de contrats.,OBCS-8254,Assistance,Terminé,Priorité 3,JOEL SIE,9,28/déc./24 15:52,Assistance pour la correction des dates de contrats.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance la paie de Décembre qui générait un message d'erreur.,OBCS-8253,Assistance,Terminé,Priorité 3,JOEL SIE,7,28/déc./24 15:50,Assistance la paie de Décembre qui générait un message d'erreur.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Importation du journal banque SGBCI 2024.,OBCS-8252,Assistance,Terminé,Priorité 3,JOEL SIE,6,28/déc./24 15:47,Importation du journal banque SGBCI 2024.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Simulation d'un salaire net.,OBCS-8251,Assistance,Terminé,Priorité 3,JOEL SIE,16,28/déc./24 15:32,Simulation d'un salaire.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance pour la modification de certains contrats.,OBCS-8250,Assistance,Terminé,Priorité 3,JOEL SIE,7,28/déc./24 15:30,Assistance pour la modification de certains contrats.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur la paie: création de nouvelles rubriques.,OBCS-8249,Assistance,Terminé,Priorité 3,JOEL SIE,15,28/déc./24 15:28,Assistance sur la paie: création de nouvelles rubriques.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Informer sur la résolution du bug sur le stock.,OBCS-8195,Assistance,Terminé,Priorité 3,JOEL SIE,3,22/déc./24 16:27,Informer sur la résolution du bug sur le stock.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Correction des postes comptable erronés.,OBCS-8194,Assistance,Terminé,Priorité 3,JOEL SIE,6,22/déc./24 16:25,Correction des postes comptable erronés.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Importation des  journaux vente.,OBCS-8193,Assistance,Terminé,Priorité 3,JOEL SIE,6,22/déc./24 16:23,Importation des  journaux vente.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Suppression d'une écriture générée automatiquement.,OBCS-8192,Assistance,Terminé,Priorité 3,JOEL SIE,3,22/déc./24 16:19,Suppression d'une écriture générée automatiquement.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Assistance pour la correction des écritures générées dans le mauvais sens.,OBCS-8191,Assistance,Terminé,Priorité 3,JOEL SIE,8,22/déc./24 16:17,Assistance pour la correction des écritures générées dans le mauvais sens.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Vérifier la simulation éffectué pour le nouveau employé.,OBCS-8190,Assistance,Terminé,Priorité 3,JOEL SIE,2,22/déc./24 16:14,Vérifier la simulation éffectué pour le nouveau employé.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance pour pour faire une simulation.,OBCS-8189,Assistance,Terminé,Priorité 3,JOEL SIE,7,22/déc./24 16:12,Assistance pour pour faire une simulation.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Relance sur bug lié à la ligne budgetaire du stock non récupéré dans le réalisé.,OBCS-8188,Assistance,Terminé,Priorité 3,JOEL SIE,3,22/déc./24 16:08,Relance sur bug lié à la ligne budgetaire du stock non récupéré dans le réalisé.,Redirection vers ressources OBC,Appel Téléphonique,SIS,,Relance sur Bug en cours,
Importation des journaux.,OBCS-8187,Assistance,Terminé,Priorité 3,JOEL SIE,5,22/déc./24 16:03,Importation des journaux.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Relance sur l'utilisation.,OBCS-8116,Assistance,Terminé,Priorité 3,JOEL SIE,3,13/déc./24 15:41,Relance sur l'utilisation.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Rélance sur l'utilisation.,OBCS-8115,Assistance,Terminé,Priorité 3,JOEL SIE,6,13/déc./24 15:39,Rélance sur l'utilisation.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
"Demande de sortie de stock, budget prévu-réalisé.",OBCS-8114,Assistance,Terminé,Priorité 3,JOEL SIE,8,13/déc./24 15:36,"Demande de sortie de stock, budget prévu-réalisé.",Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Importation des articles.,OBCS-8113,Assistance,Terminé,Priorité 3,JOEL SIE,2,13/déc./24 15:32,Importation des articles.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
L'offre créée ne s'affiche pas dans l'historique.,OBCS-8112,Assistance,Terminé,Priorité 3,JOEL SIE,2,13/déc./24 15:30,L'offre créée ne s'affiche pas dans l'historique.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Création de l'offre.,OBCS-8111,Assistance,Terminé,Priorité 3,JOEL SIE,3,13/déc./24 15:29,Création de l'offre.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Analyse des écritures dans le journal.,OBCS-8110,Assistance,Terminé,Priorité 3,JOEL SIE,4,13/déc./24 15:26,Analyse des écritures dans le journal.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Correction des écritures importées.,OBCS-8109,Assistance,Terminé,Priorité 3,JOEL SIE,5,13/déc./24 15:24,Correction des écritures importées.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Suppression d'une écriture importée.,OBCS-8108,Assistance,Terminé,Priorité 3,JOEL SIE,3,13/déc./24 15:22,Suppression d'une écriture importée.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Création des accès de la nouvelle RAF.,OBCS-8106,Assistance,Terminé,Priorité 3,JOEL SIE,3,13/déc./24 14:57,Création des accès de la nouvelle RAF.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Autres,
Confirmation de la présence du DAF et du DG à la présentation des processus schematisés.,OBCS-8105,Assistance,Terminé,Priorité 3,JOEL SIE,2,13/déc./24 14:43,Confirmation de la présence du DAF et du DG à la présentation des processus schematisés.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Prise de rendez-vous pour la présentation des processus schematisé.,OBCS-8104,Assistance,Terminé,Priorité 3,JOEL SIE,2,13/déc./24 14:39,Prise de rendez-vous pour la présentation des processus schematisé.,Explication en ligne,Appel Téléphonique,LABOGEM,,Autres,
Assistance sur le paramétrage de CRM.,OBCS-8014,Assistance,Terminé,Priorité 3,JOEL SIE,7,06/déc./24 18:13,Assistance sur le paramétrage de CRM.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Un compte tiers n'est pas généré.,OBCS-8013,Assistance,Terminé,Priorité 3,JOEL SIE,5,06/déc./24 18:09,Un compte tiers n'est pas généré.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Assistance sur balance agée.,OBCS-8012,Assistance,Terminé,Priorité 3,JOEL SIE,4,06/déc./24 18:02,Assistance sur balance agée.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Des écritures ne s'affichent pas dans le journal dû à la modification des postes comptable.,OBCS-8011,Assistance,Terminé,Priorité 3,JOEL SIE,5,06/déc./24 17:59,Des écritures ne s'affichent pas dans le journal dû à la modification des postes comptable.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Modifier des postes comptables sur le paramétrage de comptabilisation de la paie.,OBCS-8010,Assistance,Terminé,Priorité 3,JOEL SIE,15,06/déc./24 17:54,Modifier des postes comptables sur le paramétrage de comptabilisation de la paie.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Faire le RAN 2024 et vérifier le solde de la caisse.,OBCS-8009,Assistance,Terminé,Priorité 3,JOEL SIE,27,06/déc./24 17:49,Faire le RAN 2024 et vérifier le solde de la caisse.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Contrôle caisse.,OBCS-8008,Assistance,Terminé,Priorité 3,JOEL SIE,3,06/déc./24 17:48,Contrôle caisse.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Donner les accès sur paiement.,OBCS-8007,Assistance,Terminé,Priorité 3,JOEL SIE,3,06/déc./24 17:47,Donner les accès sur paiement.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Vérification des congés et autres absences.,OBCS-8006,Assistance,Terminé,Priorité 3,JOEL SIE,9,06/déc./24 17:45,Vérification des congés et autres absences.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Importation des journaux caisse.,OBCS-8005,Assistance,Terminé,Priorité 3,JOEL SIE,6,06/déc./24 17:43,Importation des journaux caisse.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
"Possibilité lors de l'encaissement client, enregistrer frais de timbre.  ",OBCS-8004,Assistance,Terminé,Priorité 3,JOEL SIE,11,06/déc./24 17:40,"Possibilité lors de l'encaissement client, enregistrer frais de timbre.  ",Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Création d'une rubrique ''Indemnité de préavis'',OBCS-8003,Assistance,Terminé,Priorité 3,JOEL SIE,5,06/déc./24 17:34,Création d'une rubrique ''Indemnité de préavis'',Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur le dashboard projet.,OBCS-7943,Assistance,Terminé,Priorité 3,JOEL SIE,3,29/nov./24 19:18,Assistance sur le dashboard projet.,Explication en ligne,Appel Téléphonique,SIS,,Assistance,
Traitement du fichier comptable à importer.,OBCS-7942,Assistance,Terminé,Priorité 3,JOEL SIE,3,29/nov./24 19:15,Traitement du fichier comptable à importer.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Assistance sur calcul de paie.,OBCS-7941,Assistance,Terminé,Priorité 3,JOEL SIE,7,29/nov./24 19:11,Assistance sur calcul de paie.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur encaissement client.,OBCS-7939,Assistance,Terminé,Priorité 3,JOEL SIE,4,29/nov./24 19:08,Assistance sur encaissement client.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance pour la création des postes comptable.,OBCS-7938,Assistance,Terminé,Priorité 3,JOEL SIE,4,29/nov./24 19:04,Assistance pour la création des postes comptable.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Création d'une nouvelle rubrique.,OBCS-7936,Assistance,Terminé,Priorité 3,JOEL SIE,4,29/nov./24 19:01,Création d'une nouvelle rubrique.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance sur la paie.,OBCS-7935,Assistance,Terminé,Priorité 3,JOEL SIE,2,29/nov./24 18:58,Assistance sur la paie.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance pour l'importation des journaux comptable.,OBCS-7934,Assistance,Terminé,Priorité 3,JOEL SIE,5,29/nov./24 18:55,Assistance pour l'importation des journaux comptable.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Relance sur le paramétrage de la nouvelle entité.,OBCS-7933,Assistance,Terminé,Priorité 3,JOEL SIE,3,29/nov./24 18:53,Relance sur le paramétrage de la nouvelle entité.,Autres (Précisez dans la description),Appel Téléphonique,SIS,,Assistance,
Assistance sur la gratification.,OBCS-7932,Assistance,Terminé,Priorité 3,JOEL SIE,5,29/nov./24 18:51,Assistance sur la gratification.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Demander le fichier des stocks congés mis à jour.,OBCS-7794,Assistance,Terminé,Priorité 3,JOEL SIE,3,22/nov./24 17:18,Demander le fichier des stocks congés mis à jour.,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Parametrage de la rubrique ''gratification''.,OBCS-7793,Assistance,Terminé,Priorité 3,JOEL SIE,3,22/nov./24 17:11,Parametrage de la rubrique ''gratification''.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur l'enregistrement d'une opération de caisse.,OBCS-7787,Assistance,Terminé,Priorité 3,JOEL SIE,4,22/nov./24 17:07,Assistance sur l'enregistrement d'une opération de caisse.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Regénérer les ecritures de la vente.,OBCS-7781,Assistance,Terminé,Priorité 3,JOEL SIE,5,22/nov./24 17:05,Regénérer les ecritures de la vente.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Assister à faire le parametrage de comptabilisation des natures de prestations.,OBCS-7774,Assistance,Terminé,Priorité 3,JOEL SIE,6,22/nov./24 17:02,Assister à faire le parametrage de comptabilisation des natures de prestations.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Assistance pour editer une balance.,OBCS-7773,Assistance,Terminé,Priorité 3,JOEL SIE,6,22/nov./24 17:01,Assistance pour editer une balance.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Relance sur le paramétrage de l'entité qui doit remplacer SIS.,OBCS-7765,Assistance,Terminé,Priorité 3,JOEL SIE,3,22/nov./24 16:29,Relance sur le paramétrage de l'entité qui doit remplacer SIS.,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Expliquer deux requêtes sur le dashboard projet et un bug sur audit projet.,OBCS-7763,Assistance,Terminé,Priorité 3,JOEL SIE,4,22/nov./24 15:56,Expliquer deux requêtes sur le dashboard projet et un bug sur audit projet.,Redirection vers ressources OBC,Appel Téléphonique,SIS,,Autres,
Assistance sur lenregistrement des opérations dans deux caisses differenetes et factures vente à partir des articles du stock.,OBCS-7675,Assistance,Terminé,Priorité 3,JOEL SIE,8,14/nov./24 17:22,Assistance sur lenregistrement des opérations dans deux caisses differenetes et factures vente à partir des articles du stock.,Explication en ligne,Appel Téléphonique,ROCFED,,Assistance,
Encaissement client.,OBCS-7671,Assistance,Terminé,Priorité 3,JOEL SIE,4,14/nov./24 17:19,Encaissement client.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Assistance sur grand livre qui n'affiche pas le total général.,OBCS-7669,Assistance,Terminé,Priorité 3,JOEL SIE,3,14/nov./24 17:16,Assistance sur grand livre qui n'affiche pas le total général.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Planification de redez-vous.,OBCS-7607,Assistance,Terminé,Priorité 3,JOEL SIE,2,09/nov./24 21:36,Planification de redez-vous.,Autres (Précisez dans la description),Appel Téléphonique,EDIPRESSE,,Autres,
Rendez-vous à planifier,OBCS-7606,Assistance,Terminé,Priorité 3,JOEL SIE,2,09/nov./24 21:34,Rendez-vous à planifier,Autres (Précisez dans la description),Appel Téléphonique,EDIPRESSE,,Autres,
Serveur erreur ''SERVICE UNAVAIBLE'',OBCS-7605,Assistance,Terminé,Priorité 3,JOEL SIE,2,09/nov./24 21:31,Serveur erreur ''SERVICE UNAVAIBLE'',Redirection vers ressources OBC,Appel Téléphonique,LABOGEM,,"Signaler ""Server Error""",
Serveur error,OBCS-7604,Assistance,Terminé,Priorité 3,JOEL SIE,2,09/nov./24 21:28,Serveur error.,Redirection vers ressources OBC,Appel Téléphonique,EJARA,,"Signaler ""Server Error""",
Un bug signalé à l'enregistrement d'une facture achat lié à un bon de commande.,OBCS-7603,Assistance,Terminé,Priorité 3,JOEL SIE,3,09/nov./24 21:13,Un bug signalé à l'enregistrement d'une facture achat lié à un bon de commande.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Expliquer les libéllés des écritures de paie.,OBCS-7602,Assistance,Terminé,Priorité 3,JOEL SIE,2,09/nov./24 21:10,Expliquer les libéllés des écritures de paie,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Un message d'erreur à l'enregistrement d'une facture par un bon de commande sélectionné.,OBCS-7484,Assistance,Terminé,Priorité 3,JOEL SIE,3,02/nov./24 09:34,Un message d'erreur à l'enregistrement d'une facture par un bon de commande sélectionné.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Les lignes des bons de livraisons ne respectent pas celles du bon de commande.,OBCS-7483,Assistance,Terminé,Priorité 3,JOEL SIE,3,02/nov./24 09:30,Les lignes des bons de livraisons ne respectent pas celles du bon de commande.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Des postes comptable en doublon,OBCS-7482,Assistance,Terminé,Priorité 3,JOEL SIE,5,02/nov./24 09:26,Des postes comptable en doublon,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Informer sur la resolution du bug lié à l'affichage de la rubrique (Retard/Absence),OBCS-7367,Assistance,Terminé,Priorité 3,JOEL SIE,4,26/oct./24 19:51,Informer sur la resolution du bug lié à l'affichage de la rubrique (Retard/Absence),Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Une rubrique ne s'affiche  pas à l'édition d'un bulletin.,OBCS-7366,Assistance,Terminé,Priorité 3,JOEL SIE,4,26/oct./24 19:49,Une rubrique ne s'affiche  pas à l'édition d'un bulletin.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Une méssage d'erreur constaté à  l'enregidtrement d'une facture achat.,OBCS-7365,Assistance,Terminé,Priorité 3,JOEL SIE,4,26/oct./24 19:44,Une méssage d'erreur constaté à  l'enregidtrement d'une facture achat.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Un bordereau de stock à supprimer.,OBCS-7364,Assistance,Terminé,Priorité 3,JOEL SIE,4,26/oct./24 19:37,Un bordereau de stock à supprimer.,Explication en ligne,Chat WhatsApp,SIS,,Assistance,
Réimputation,OBCS-7363,Assistance,Terminé,Priorité 3,JOEL SIE,4,26/oct./24 19:35,Réimputation,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Les journaux à exporter et nous envoyer pour exportation.,OBCS-7362,Assistance,Terminé,Priorité 3,JOEL SIE,2,26/oct./24 19:25,Les journaux à exporter et nous envoyer pour exportation.,Explication en ligne,Appel Téléphonique,M YAKICE,,Assistance,
Un bon de livraison ne deverse pas toutes les lignes.,OBCS-7361,Assistance,Terminé,Priorité 3,JOEL SIE,5,26/oct./24 19:22,Un bon de livraison ne deverse pas toutes les lignes.,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Modifier un poste comptable dans le RAN,OBCS-7360,Assistance,Terminé,Priorité 3,JOEL SIE,5,26/oct./24 19:20,Modifier un poste comptable dans le RAN,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Assistance sur PPSI facture achat,OBCS-7310,Assistance,Terminé,Priorité 3,JOEL SIE,5,18/oct./24 17:01,Assistance sur PPSI facture achat,Explication en ligne,Appel Téléphonique,SIT BTP,,Assistance,
Paramétrage de base de CCL BENIN,OBCS-7309,Assistance,Terminé,Priorité 3,JOEL SIE,8,18/oct./24 16:45,Paramétrage de base de CCL BENIN,Explication en ligne,Chat WhatsApp,SIS,,Assistance,
Relance sur la résolution de la requete sur la suppression des états financiers.,OBCS-7308,Assistance,Terminé,Priorité 3,JOEL SIE,2,18/oct./24 16:25,Relance sur la résolution de la requete sur la suppression des états financiers.,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Suppression du bilan,OBCS-7307,Assistance,Terminé,Priorité 3,JOEL SIE,2,18/oct./24 16:23,Suppression du bilan,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Assistance sur la correction des écritures sur les comptes tiers,OBCS-7306,Assistance,Terminé,Priorité 3,JOEL SIE,7,18/oct./24 16:21,Assistance sur la correction des écritures sur les comptes tiers.,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Calcul du coût de l'article,OBCS-7182,Assistance,Terminé,Priorité 3,JOEL SIE,7,12/oct./24 10:47,Calcul du coût de l'article,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Requête en cours,
Faire un sortie partiel sur une demande et exécuter le reste plus tard,OBCS-7181,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/oct./24 10:45,Faire un sortie partiel sur une demande et exécuter le reste plus tard,Explication en ligne,Appel Téléphonique,SIT BTP,,Relance sur Requête en cours,
Exporter les opération de carburant,OBCS-7180,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/oct./24 10:43,Exporter les opération de carburant,Explication en ligne,Appel Téléphonique,LABOGEM,,Relance sur Bug en cours,
Relance pour la création de deux autres entités,OBCS-7179,Assistance,Terminé,Priorité 3,JOEL SIE,2,12/oct./24 10:40,Relance pour la création de deux autres entités,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Demander la création de deux autres entités,OBCS-7178,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/oct./24 10:39,Demander la création de deux autres entités,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Impossible d'enregistrer un bordereau d'entré sans stock initial,OBCS-7177,Assistance,Terminé,Priorité 3,JOEL SIE,4,12/oct./24 10:38,Impossible d'enregistrer un bordereau d'entré sans stock initial,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Signaler un bug ''Impossible d'éditer un bordereau de sorti,OBCS-7176,Assistance,Terminé,Priorité 3,JOEL SIE,2,12/oct./24 10:36,Signaler un bug ''Impossible d'éditer un bordereau de sorti,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Relance sur les corrections du stock,OBCS-7175,Assistance,Terminé,Priorité 3,JOEL SIE,2,12/oct./24 10:35,Relance sur les corrections du stock,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Bugs interco et impôts et taxes résolues,OBCS-7174,Assistance,Terminé,Priorité 3,JOEL SIE,2,12/oct./24 10:33,Bugs interco et impôts et taxes résolues,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Relance sur le bug interco,OBCS-7173,Assistance,Terminé,Priorité 3,JOEL SIE,2,12/oct./24 10:30,Relance sur le bug interco,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Les impots ne se deverses pas,OBCS-7172,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/oct./24 10:29,Les impots ne se deverses pas,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
Les écritures interco n'utilisent les comptes correspondant,OBCS-7171,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/oct./24 10:28,Les écritures interco n'utilisent les comptes correspondant,Explication en ligne,Appel Téléphonique,EJARA,,Assistance,
"Les comptes pour les retenues sur salaire (Contravention, remboursement caisse)",OBCS-7170,Assistance,Terminé,Priorité 3,JOEL SIE,5,12/oct./24 10:24,"Les comptes pour les retenues sur salaire (Contravention, remboursement caisse)",Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
Revoir le paramétrage de comptabilisation de la paie,OBCS-7169,Assistance,Terminé,Priorité 3,JOEL SIE,3,12/oct./24 10:22,Revoir le paramétrage de comptabilisation de la paie,Explication en ligne,Appel Téléphonique,LABOGEM,,Assistance,
